Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31,No,Non-Travel,325,Research & Development,5,3,Medical,1,5874,2,Male,74,3,2,Manufacturing Director,1,Single,9936,3787,0,Y,No,19,3,2,80,0,10,2,3,9,4,1,7
26,No,Travel_Rarely,1167,Sales,5,3,Other,1,5875,4,Female,30,2,1,Sales Representative,3,Single,2966,21378,0,Y,No,18,3,4,80,0,5,2,3,4,2,0,0
36,No,Travel_Frequently,884,Research & Development,23,2,Medical,1,5876,3,Male,41,4,2,Laboratory Technician,4,Married,2571,12290,4,Y,No,17,3,3,80,1,17,3,3,5,2,0,3
39,No,Travel_Rarely,613,Research & Development,6,1,Medical,1,5877,4,Male,42,2,3,Healthcare Representative,1,Married,9991,21457,4,Y,No,15,3,1,80,1,9,5,3,7,7,1,7
27,No,Travel_Rarely,155,Research & Development,4,3,Life Sciences,1,5878,2,Male,87,4,2,Manufacturing Director,2,Married,6142,5174,1,Y,Yes,20,4,2,80,1,6,0,3,6,2,0,3
49,No,Travel_Frequently,1023,Sales,2,3,Medical,1,5879,4,Male,63,2,2,Sales Executive,2,Married,5390,13243,2,Y,No,14,3,4,80,0,17,3,2,9,6,0,8
34,No,Travel_Rarely,628,Research & Development,8,3,Medical,1,5880,2,Male,82,4,2,Laboratory Technician,3,Married,4404,10228,2,Y,No,12,3,1,80,0,6,3,4,4,3,1,2
41,Yes,Travel_Rarely,1102,Sales,1,2,Life Sciences,1,5881,2,Female,94,3,2,Sales Executive,4,Single,5993,19479,8,Y,Yes,11,3,1,80,0,8,0,1,6,4,0,5
49,No,Travel_Frequently,279,Research & Development,8,1,Life Sciences,1,5882,3,Male,61,2,2,Research Scientist,2,Married,5130,24907,1,Y,No,23,4,4,80,1,10,3,3,10,7,1,7
37,Yes,Travel_Rarely,1373,Research & Development,2,2,Other,1,5883,4,Male,92,2,1,Laboratory Technician,3,Single,2090,2396,6,Y,Yes,15,3,2,80,0,7,3,3,0,0,0,0
33,No,Travel_Frequently,1392,Research & Development,3,4,Life Sciences,1,5884,4,Female,56,3,1,Research Scientist,3,Married,2909,23159,1,Y,Yes,11,3,3,80,0,8,3,3,8,7,3,0
27,No,Travel_Rarely,591,Research & Development,2,1,Medical,1,5885,1,MALE,40,3,1,Laboratory Technician,2,Married,3468,16632,9,Y,No,12,3,4,80,1,6,3,3,2,2,2,2
32,No,Travel_Frequently,1005,Research & Development,2,2,Life Sciences,1,5886,4,Male,79,3,1,Laboratory Technician,4,Single,3068,11864,0,Y,No,13,3,3,80,0,8,2,2,7,7,3,6
59,No,Travel_Rarely,1324,Research & Development,3,3,Medical,1,5887,3,Female,81,4,1,Laboratory Technician,1,Married,2670,9964,4,Y,Yes,20,4,1,80,3,12,3,2,1,0,0,0
30,No,Travel_Rarely,1358,Research & Development,24,1,Life Sciences,1,5888,4,Male,67,3,1,Laboratory Technician,3,Divorced,2693,13335,1,Y,No,22,4,2,80,1,1,2,3,1,0,0,0
38,No,Travel_Frequently,216,Research & Development,23,3,Life Sciences,1,5889,4,Male,44,2,3,Manufacturing Director,3,Single,9526,8787,0,Y,No,21,4,2,80,0,10,2,3,9,7,1,8
36,No,travel_rarely,1299,Research & Development,27,3,Medical,1,5890,3,Male,94,3,2,Healthcare Representative,3,Married,5237,16577,6,Y,No,13,3,2,80,2,17,3,2,7,7,7,7
35,No,Travel_Rarely,809,Research & Development,16,3,Medical,1,5891,1,Male,84,4,1,Laboratory Technician,2,Married,2426,16479,0,Y,No,13,3,3,80,1,6,5,3,5,4,0,3
29,No,Travel_Rarely,153,Research & Development,15,2,Life Sciences,1,5892,4,Female,49,2,2,Laboratory Technician,3,Single,4193,12682,0,Y,Yes,12,3,4,80,0,10,3,3,9,5,0,8
31,No,Travel_Rarely,670,Research & Development,26,1,Life Sciences,1,5893,1,Male,31,3,1,Research Scientist,3,Divorced,2911,15170,1,Y,No,17,3,4,80,1,5,1,2,5,2,4,3
34,No,Travel_Rarely,1346,Research & Development,19,2,Medical,1,5894,2,Male,93,3,1,Laboratory Technician,4,Divorced,2661,8758,0,Y,No,11,3,3,80,1,3,2,3,2,2,1,2
28,Yes,Travel_Rarely,103,Research & Development,24,3,Life Sciences,1,5895,3,Male,50,2,1,Laboratory Technician,3,Single,2028,12947,5,Y,Yes,14,3,2,80,0,6,4,3,4,2,0,3
29,No,Travel_Rarely,1389,Research & Development,21,4,Life Sciences,1,5896,2,Female,51,4,3,Manufacturing Director,1,Divorced,9980,10195,1,Y,No,11,3,3,80,1,10,1,3,10,9,8,8
32,No,Travel_Rarely,334,Research & Development,5,2,Life Sciences,1,5897,1,Male,80,4,1,Research Scientist,2,Divorced,3298,15053,0,Y,Yes,12,3,4,80,2,7,5,2,6,2,0,5
22,No,Non-Travel,1123,Research & Development,16,2,Medical,1,5898,4,Male,96,4,1,Laboratory Technician,4,Divorced,2935,7324,1,Y,Yes,13,3,2,80,2,1,2,2,1,0,0,0
53,No,Travel_Rarely,1219,Sales,2,4,Life Sciences,1,5899,1,Female,78,2,4,Manager,4,Married,15427,22021,2,Y,No,16,3,3,80,0,31,3,3,25,8,3,7
38,No,Travel_Rarely,371,Research & Development,2,3,Life Sciences,1,5900,4,Male,45,3,1,Research Scientist,4,Single,3944,4306,5,Y,Yes,11,3,3,80,0,6,3,3,3,2,1,2
24,No,Non-Travel,673,Research & Development,11,2,Other,1,5901,1,Female,96,4,2,Manufacturing Director,3,Divorced,4011,8232,0,Y,No,18,3,4,80,1,5,5,2,4,2,1,3
36,Yes,Travel_Rarely,1218,Sales,9,4,Life Sciences,1,5902,3,Male,82,2,1,Sales Representative,1,Single,3407,6986,7,Y,No,23,4,2,80,0,10,4,3,5,3,0,3
34,No,Travel_Rarely,419,Research & Development,7,4,Life Sciences,1,5903,1,Female,53,3,3,Research Director,2,Single,11994,21293,0,Y,No,11,3,3,80,0,13,4,3,12,6,2,11
21,No,Travel_Rarely,391,Research & Development,15,2,Life Sciences,1,5904,3,Male,96,3,1,Research Scientist,4,Single,1232,19281,1,Y,No,14,3,4,80,0,0,6,3,0,0,0,0
34,Yes,Travel_Rarely,699,Research & Development,6,1,Medical,1,5905,2,Male,83,3,1,Research Scientist,1,Single,2960,17102,2,Y,No,11,3,3,80,0,8,2,3,4,2,1,3
53,No,Travel_Rarely,1282,Research & Development,5,3,Other,1,5906,3,Female,58,3,5,Manager,3,Divorced,19094,10735,4,Y,No,11,3,4,80,1,26,3,2,14,13,4,8
32,Yes,Travel_Frequently,1125,Research & Development,16,1,Life Sciences,1,5907,2,Female,72,1,1,Research Scientist,1,Single,3919,4681,1,Y,Yes,22,4,2,80,0,10,5,3,10,2,6,7
42,No,Travel_Rarely,691,Sales,8,4,Marketing,1,5908,3,Male,48,3,2,Sales Executive,2,Married,6825,21173,0,Y,No,11,3,4,80,1,10,2,3,9,7,4,2
44,No,Travel_Rarely,477,Research & Development,7,4,Medical,1,5909,1,Female,42,2,3,Healthcare Representative,4,Married,10248,2094,3,Y,No,14,3,4,80,1,24,4,3,22,6,5,17
46,No,Travel_Rarely,705,Sales,2,4,Marketing,1,5910,2,Female,83,3,5,Manager,1,Single,18947,22822,3,Y,No,12,3,4,80,0,22,2,2,2,2,2,1
33,No,Travel_Rarely,924,Research & Development,2,3,Medical,1,5911,3,Male,78,3,1,Laboratory Technician,4,Single,2496,6670,4,Y,No,11,3,4,80,0,7,3,3,1,1,0,0
44,No,Travel_Rarely,1459,Research & Development,10,4,Other,1,5912,4,Male,41,3,2,Healthcare Representative,4,Married,6465,19121,2,Y,Yes,13,3,4,80,0,9,5,4,4,2,1,3
30,No,Travel_Rarely,125,Research & Development,9,2,Medical,1,5913,4,Male,83,2,1,Laboratory Technician,3,Single,2206,16117,1,Y,No,13,3,1,80,0,10,5,3,10,0,1,8
39,Yes,Travel_Rarely,895,Sales,5,3,Technical Degree,1,5914,4,Male,56,3,2,Sales Representative,4,Married,2086,3335,3,Y,No,14,3,3,80,1,19,6,4,1,0,0,0
24,Yes,Travel_Rarely,813,Research & Development,1,3,Medical,1,5915,2,Male,61,3,1,Research Scientist,4,Married,2293,3020,2,Y,Yes,16,3,1,80,1,6,2,2,2,0,2,0
43,No,Travel_Rarely,1273,Research & Development,2,2,Medical,1,5916,4,Female,72,4,1,Research Scientist,3,Divorced,2645,21923,1,Y,No,12,3,4,80,2,6,3,2,5,3,1,4
50,Yes,Travel_Rarely,869,Sales,3,2,Marketing,1,5917,1,Male,86,2,1,Sales Representative,3,Married,2683,3810,1,Y,Yes,14,3,3,80,0,3,2,3,3,2,0,2
35,No,Travel_Rarely,890,Sales,2,3,Marketing,1,5918,4,Female,97,3,1,Sales Representative,4,Married,2014,9687,1,Y,No,13,3,1,80,0,2,3,3,2,2,2,2
36,No,Travel_Rarely,852,Research & Development,5,4,Life Sciences,1,5919,2,Female,82,2,1,Research Scientist,1,Married,3419,13072,9,Y,Yes,14,3,4,80,1,6,3,4,1,1,0,0
33,No,Travel_Frequently,1141,Sales,1,3,Life Sciences,1,5920,3,Female,42,4,2,Sales Executive,1,Married,5376,3193,2,Y,No,19,3,1,80,2,10,3,3,5,3,1,3
35,No,Travel_Rarely,464,Research & Development,4,2,Other,1,5921,3,Male,75,3,1,Laboratory Technician,4,Divorced,1951,10910,1,Y,No,12,3,3,80,1,1,3,3,1,0,0,0
27,No,Travel_Rarely,1240,Research & Development,2,4,Life Sciences,1,5922,4,Female,33,3,1,Laboratory Technician,1,Divorced,2341,19715,1,Y,No,13,3,4,80,1,1,6,3,1,0,0,0
26,Yes,Travel_Rarely,1357,Research & Development,25,3,Life Sciences,1,5923,1,Male,48,1,1,Laboratory Technician,3,Single,2293,10558,1,Y,No,12,3,3,80,0,1,2,2,1,0,0,1
27,No,Travel_Frequently,994,Sales,8,3,Life Sciences,1,5924,4,Male,37,3,3,Sales Executive,3,Single,8726,2975,1,Y,No,15,3,4,80,0,9,0,3,9,8,1,7
30,No,Travel_Frequently,721,Research & Development,1,2,Medical,1,5925,3,Female,58,3,2,Laboratory Technician,4,Single,4011,10781,1,Y,No,23,4,4,80,0,12,2,3,12,8,3,7
41,Yes,Travel_Rarely,1360,Research & Development,12,3,Technical Degree,1,5926,2,Female,49,3,5,Research Director,3,Married,19545,16280,1,Y,No,12,3,4,80,0,23,0,3,22,15,15,8
34,No,Non-Travel,1065,,23,4,Marketing,1,5927,2,Male,72,3,2,Sales Executive,3,Single,4568,10034,0,Y,No,20,4,3,80,0,10,2,3,9,5,8,7
37,No,Travel_Rarely,408,Research & Development,19,2,Life Sciences,1,5928,2,Male,73,3,1,Research Scientist,2,Married,3022,10227,4,Y,No,21,4,1,80,0,8,1,3,1,0,0,0
46,No,Travel_Frequently,1211,Sales,5,4,Marketing,1,5929,1,Male,98,3,2,Sales Executive,4,Single,5772,20445,4,Y,Yes,21,4,3,80,0,14,4,3,9,6,0,8
35,No,Travel_Rarely,1229,Research & Development,8,1,Life Sciences,1,5930,4,Male,36,4,1,Laboratory Technician,4,Married,2269,4892,1,Y,No,19,3,4,80,0,1,2,3,1,0,0,1
48,Yes,Travel_Rarely,626,Research & Development,1,2,Life Sciences,1,5931,1,Male,98,2,3,Laboratory Technician,3,Single,5381,19294,9,Y,Yes,13,3,4,80,0,23,2,3,1,0,0,0
28,Yes,Travel_Rarely,1434,Research & Development,5,4,Technical Degree,1,5932,3,Male,50,3,1,Laboratory Technician,3,Single,3441,11179,1,Y,Yes,13,3,3,80,0,2,3,2,2,2,2,2
44,No,Travel_Rarely,1488,Sales,1,5,Marketing,1,5933,2,Female,75,3,2,Sales Executive,1,Divorced,5454,4009,5,Y,Yes,21,4,3,80,1,9,2,2,4,3,1,3
35,No,Non-Travel,1097,Research & Development,11,2,Medical,1,5934,3,Male,79,2,3,Healthcare Representative,1,Married,9884,8302,2,Y,Yes,13,3,3,80,1,10,3,3,4,0,2,3
26,No,Travel_Rarely,1443,Sales,23,3,Marketing,1,5935,3,Female,47,2,2,Sales Executive,4,Married,4157,21436,7,Y,Yes,19,3,3,80,1,5,2,2,2,2,0,0
33,No,Travel_Frequently,515,Research & Development,1,2,Life Sciences,1,5936,1,Female,98,3,3,Research Director,4,Single,13458,15146,1,Y,Yes,12,3,3,80,0,15,1,3,15,14,8,12
35,No,Travel_Frequently,853,Sales,18,5,Life Sciences,1,5937,2,Male,71,3,3,Sales Executive,1,Married,9069,11031,1,Y,No,22,4,4,80,1,9,3,2,9,8,1,8
35,No,Travel_Rarely,1142,Research & Development,23,4,Medical,1,5938,3,Female,30,3,1,Laboratory Technician,1,Married,4014,16002,3,Y,Yes,15,3,3,80,1,4,3,3,2,2,2,2
31,No,Travel_Rarely,655,Research & Development,7,4,Life Sciences,1,5939,4,Male,48,3,2,Laboratory Technician,4,Divorced,5915,9528,3,Y,No,22,4,4,80,1,10,3,2,7,7,1,7
37,No,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,1,5940,1,Male,51,2,2,Manufacturing Director,3,Divorced,5993,2689,1,Y,No,18,3,3,80,1,7,2,4,7,5,0,7
32,No,Travel_Rarely,427,Research & Development,1,3,Medical,1,5941,1,Male,33,3,2,Manufacturing Director,4,Married,6162,10877,1,Y,Yes,22,4,2,80,1,9,3,3,9,8,7,8
38,No,Travel_Frequently,653,Research & Development,29,5,Life Sciences,1,5942,4,Female,50,3,2,Laboratory Technician,4,Single,2406,5456,1,Y,No,11,3,4,80,0,10,2,3,10,3,9,9
50,No,Travel_Rarely,989,Research & Development,7,2,Medical,1,5943,2,Female,43,2,5,Research Director,3,Divorced,18740,16701,5,Y,Yes,12,3,4,80,1,29,2,2,27,3,13,8
59,No,Travel_Rarely,1435,Sales,25,3,Life Sciences,1,5944,1,Female,99,3,3,Sales Executive,1,Single,7637,2354,7,Y,No,11,3,4,80,0,28,3,2,21,16,7,9
36,No,Travel_Rarely,1223,Research & Development,8,3,Technical Degree,1,5945,3,Female,59,3,3,Healthcare Representative,3,Divorced,10096,8202,1,Y,No,13,3,2,80,3,17,2,3,17,14,12,8
55,No,Travel_Rarely,836,Research & Development,8,3,Medical,1,5946,4,Female,33,3,4,Manager,3,Divorced,14756,19730,2,Y,Yes,14,3,3,80,3,21,2,3,5,0,0,2
36,No,Travel_Frequently,1195,Research & Development,11,3,Life Sciences,1,5947,2,Male,95,2,2,Manufacturing Director,2,Single,6499,22656,1,Y,No,13,3,3,80,0,6,3,3,6,5,0,3
45,No,Travel_Rarely,1339,Research & Development,7,3,Life Sciences,1,5948,2,Male,59,3,3,Research Scientist,1,Divorced,9724,18787,2,Y,No,17,3,3,80,1,25,2,3,1,0,0,0
35,No,Travel_Frequently,664,Research & Development,1,3,Medical,1,5949,2,Male,79,3,1,Research Scientist,1,Married,2194,5868,4,Y,No,13,3,4,80,1,5,2,2,3,2,1,2
36,Yes,Travel_Rarely,318,Research & Development,9,3,Medical,1,5950,4,Male,79,2,1,Research Scientist,3,Married,3388,21777,0,Y,Yes,17,3,1,80,1,2,0,2,1,0,0,0
59,No,Travel_Frequently,1225,Sales,1,1,Life Sciences,1,5951,1,Female,57,2,2,Sales Executive,3,Single,5473,24668,7,Y,No,11,3,4,80,0,20,2,2,4,3,1,3
29,No,Travel_Rarely,1328,Research & Development,2,3,Life Sciences,1,5952,3,Male,76,3,1,Research Scientist,2,Married,2703,4956,0,Y,No,23,4,4,80,1,6,3,3,5,4,0,4
31,No,Travel_Rarely,1082,Research & Development,1,4,Medical,1,5953,3,Male,87,3,1,Research Scientist,2,Single,2501,18775,1,Y,No,17,3,2,80,0,1,4,3,1,1,1,0
32,No,Travel_Rarely,548,Research & Development,1,3,Life Sciences,1,5954,2,Male,66,3,2,Research Scientist,2,Married,6220,7346,1,Y,No,17,3,2,80,2,10,3,3,10,4,0,9
36,No,Travel_Rarely,132,Research & Development,6,3,Life Sciences,1,5955,2,Female,55,4,1,Laboratory Technician,4,Married,3038,22002,3,Y,No,12,3,2,80,0,5,3,3,1,0,0,0
31,No,Travel_Rarely,746,Research & Development,8,4,Life Sciences,1,5956,3,Female,61,3,2,Manufacturing Director,4,Single,4424,20682,1,Y,No,23,4,4,80,0,11,2,3,11,7,1,8
35,No,Travel_Rarely,776,Sales,1,4,Marketing,1,5957,3,Male,32,2,2,Sales Executive,1,Single,4312,23016,0,Y,No,14,3,2,80,0,16,2,3,15,13,2,8
45,No,Travel_Rarely,193,Research & Development,6,4,Other,1,5958,4,Male,52,3,3,Research Director,1,Married,13245,15067,4,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,0
37,No,Travel_Rarely,397,Research & Development,7,4,Medical,1,5959,1,Male,30,3,3,Research Director,3,Single,13664,25258,4,Y,No,13,3,1,80,0,16,3,4,5,2,0,2
46,No,Travel_Rarely,945,Human Resources,5,2,Medical,1,5960,2,Male,80,3,2,Human Resources,2,Divorced,5021,10425,8,Y,Yes,22,4,4,80,1,16,2,3,4,2,0,2
30,No,Travel_Rarely,852,Research & Development,1,1,Life Sciences,1,5961,4,Male,55,2,2,Laboratory Technician,4,Married,5126,15998,1,Y,Yes,12,3,3,80,2,10,1,2,10,8,3,0
35,No,Travel_Rarely,1214,Research & Development,1,3,Medical,1,5962,2,Male,30,2,1,Research Scientist,3,Single,2859,26278,1,Y,No,18,3,1,80,0,6,3,3,6,4,0,4
55,No,Travel_Rarely,111,Sales,1,2,Life Sciences,1,5963,1,Male,70,3,3,Sales Executive,4,Married,10239,18092,3,Y,No,14,3,4,80,1,24,4,3,1,0,1,0
38,No,Non-Travel,573,Research & Development,6,3,Medical,1,5964,2,Female,79,1,2,Research Scientist,4,Divorced,5329,15717,7,Y,Yes,12,3,4,80,3,17,3,3,13,11,1,9
34,No,Travel_Rarely,1153,Research & Development,1,2,Medical,1,5965,1,Male,94,3,2,Manufacturing Director,2,Married,4325,17736,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3
56,No,Travel_Rarely,1400,Research & Development,7,3,Life Sciences,1,5966,4,Male,49,1,3,Manufacturing Director,4,Single,7260,21698,4,Y,No,11,3,1,80,0,37,3,2,6,4,0,2
23,No,Travel_Rarely,541,Sales,2,1,Technical Degree,1,5967,3,Male,62,3,1,Sales Representative,1,Divorced,2322,9518,3,Y,No,13,3,3,80,1,3,3,3,0,0,0,0
51,No,Travel_Rarely,432,Research & Development,9,4,Life Sciences,1,5968,4,Male,96,3,1,Laboratory Technician,4,Married,2075,18725,3,Y,No,23,4,2,80,2,10,4,3,4,2,0,3
30,No,Travel_Rarely,288,Research & Development,2,3,Life Sciences,1,5969,3,Male,99,2,2,Healthcare Representative,4,Married,4152,15830,1,Y,No,19,3,1,80,3,11,3,3,11,10,10,8
46,Yes,Travel_Rarely,669,Sales,9,2,Medical,1,5970,3,Male,64,2,3,Sales Executive,4,Single,9619,13596,1,Y,No,16,3,4,80,0,9,3,3,9,8,4,7
40,No,Travel_Frequently,530,Research & Development,1,4,Life Sciences,1,5971,3,Male,78,2,4,Healthcare Representative,2,Married,13503,14115,1,Y,No,22,4,4,80,1,22,3,2,22,3,11,11
51,No,Travel_Rarely,632,Sales,21,4,Marketing,1,5972,3,Male,71,3,2,Sales Executive,4,Single,5441,8423,0,Y,Yes,22,4,4,80,0,11,2,1,10,7,1,0
30,No,Travel_Rarely,1334,Sales,4,2,Medical,1,5973,3,Female,63,2,2,Sales Executive,2,Divorced,5209,19760,1,Y,Yes,12,3,2,80,3,11,4,2,11,8,2,7
46,No,Travel_Frequently,638,Research & Development,1,3,Medical,1,5974,3,Male,40,2,3,Healthcare Representative,1,Married,10673,3142,2,Y,Yes,13,3,3,80,1,21,5,2,10,9,9,5
32,No,Travel_Rarely,1093,Sales,6,4,Medical,1,5975,2,Male,87,3,2,Sales Executive,3,Single,5010,24301,1,Y,No,16,3,1,80,0,12,0,3,11,8,5,7
54,No,Travel_Rarely,1217,Research & Development,2,4,Technical Degree,1,5976,1,Female,60,3,3,Research Director,3,Married,13549,24001,9,Y,No,12,3,1,80,1,16,5,1,4,3,0,3
24,No,Travel_Rarely,1353,Sales,3,2,Other,1,5977,1,Female,33,3,2,Sales Executive,3,Married,4999,17519,0,Y,No,21,4,1,80,1,4,2,2,3,2,0,2
28,No,Non-Travel,120,Sales,4,3,Medical,1,5978,2,Male,43,3,2,Sales Executive,3,Married,4221,8863,1,Y,No,15,3,2,80,0,5,3,4,5,4,0,4
58,No,Travel_Rarely,682,Sales,10,4,Medical,1,5979,4,Male,37,3,4,Sales Executive,3,Single,13872,24409,0,Y,No,13,3,3,80,0,38,1,2,37,10,1,8
44,No,Non-Travel,489,Research & Development,23,3,Medical,1,5980,2,Male,67,3,2,Laboratory Technician,2,Married,2042,25043,4,Y,No,12,3,3,80,1,17,3,4,3,2,1,2
37,Yes,Travel_Rarely,807,Human Resources,6,4,Human Resources,1,5981,3,Male,63,3,1,Human Resources,1,Divorced,2073,23648,4,Y,Yes,22,4,4,80,0,7,3,3,3,2,0,2
32,No,Travel_Rarely,827,Research & Development,1,1,Life Sciences,1,5982,4,Male,71,3,1,Research Scientist,1,Single,2956,15178,1,Y,No,13,3,4,80,0,1,2,3,1,0,0,0
20,Yes,Travel_Frequently,871,Research & Development,6,3,Life Sciences,1,5983,4,Female,66,2,1,Laboratory Technician,4,Single,2926,19783,1,Y,Yes,18,3,2,80,0,1,5,3,1,0,1,0
34,No,Travel_Rarely,665,Research & Development,6,4,Other,1,5984,1,Female,41,3,2,Research Scientist,3,Single,4809,12482,1,Y,No,14,3,3,80,0,16,3,3,16,13,2,10
37,No,Non-Travel,1040,Research & Development,2,2,Life Sciences,1,5985,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,15850,5,Y,No,14,3,4,80,1,17,2,4,1,0,0,0
59,No,Non-Travel,1420,Human Resources,2,4,Human Resources,1,5986,3,Female,32,2,5,Manager,4,Married,18844,21922,9,Y,No,21,4,4,80,1,30,3,3,3,2,2,2
50,No,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,5987,1,Female,73,3,5,Research Director,2,Married,18172,9755,3,Y,Yes,19,3,1,80,0,28,1,2,8,3,0,7
25,Yes,Travel_Rarely,240,Sales,5,3,Marketing,1,5988,3,Male,46,2,2,Sales Executive,3,Single,5744,26959,1,Y,Yes,11,3,4,80,0,6,1,3,6,4,0,3
25,No,Travel_Rarely,1280,Research & Development,7,1,Medical,1,5989,4,Male,64,2,1,Research Scientist,4,Married,2889,26897,1,Y,No,11,3,3,80,2,2,2,3,2,2,2,1
22,No,Travel_Rarely,534,Research & Development,15,3,Medical,1,5990,2,Female,59,3,1,Laboratory Technician,4,Single,2871,23785,1,Y,No,15,3,3,80,0,1,5,3,0,0,0,0
51,No,Travel_Frequently,1456,Research & Development,1,4,Medical,1,5991,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,Y,No,20,4,3,80,0,23,1,2,13,12,12,8
34,Yes,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,5992,1,Male,66,1,2,Laboratory Technician,3,Single,6074,22887,1,Y,Yes,24,4,4,80,0,9,3,3,9,7,0,6
54,No,Non-Travel,142,Human Resources,26,3,Human Resources,1,5993,4,Female,30,4,4,Manager,4,Single,17328,13871,2,Y,Yes,12,3,3,80,0,23,3,3,5,3,4,4
24,No,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,1,5994,2,Male,52,3,1,Laboratory Technician,3,Married,2774,13257,0,Y,No,12,3,3,80,1,6,2,3,5,3,1,2
34,No,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,1,5995,3,Female,45,2,2,Research Scientist,2,Divorced,4505,15000,6,Y,No,15,3,3,80,1,12,3,3,1,0,0,0
37,No,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,5996,3,Male,87,3,3,Sales Executive,4,Single,7428,14506,2,Y,No,12,3,1,80,0,12,3,3,5,3,1,3
34,No,Travel_Rarely,1354,Research & Development,5,3,Medical,1,5997,3,Female,45,2,3,Manager,1,Single,11631,5615,2,Y,No,12,3,4,80,0,14,6,3,11,10,5,8
36,No,Travel_Frequently,1467,Sales,11,2,Technical Degree,1,5998,2,Female,92,3,3,Sales Executive,4,Married,9738,22952,0,Y,No,14,3,3,80,1,10,6,3,9,7,2,8
36,No,travel_rarely,922,Research & Development,3,2,Life Sciences,1,5999,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,2561,5,Y,No,22,4,1,80,1,7,2,3,1,0,0,0
43,No,Travel_Frequently,394,Sales,26,2,Life Sciences,1,6000,3,Male,92,3,4,Manager,4,Married,16959,19494,1,Y,Yes,12,3,4,80,2,25,3,4,25,12,4,12
30,No,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,6001,1,Male,96,1,1,Research Scientist,3,Divorced,2613,22310,1,Y,No,25,4,3,80,3,10,2,2,10,7,0,9
33,No,Non-Travel,750,Sales,22,2,Marketing,1,6002,3,Male,95,3,2,Sales Executive,2,Married,6146,15480,0,Y,No,13,3,1,80,1,8,2,4,7,7,0,7
56,Yes,Travel_Rarely,441,Research & Development,14,4,Life Sciences,1,6003,2,Female,72,3,1,Research Scientist,2,Married,4963,4510,9,Y,Yes,18,3,1,80,3,7,2,3,5,4,4,3
51,No,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,6004,1,Male,51,3,5,Research Director,3,Single,19537,6462,7,Y,No,13,3,3,80,0,23,5,3,20,18,15,15
31,Yes,Travel_Rarely,249,Sales,6,4,Life Sciences,1,6005,2,Male,76,1,2,Sales Executive,3,Married,6172,20739,4,Y,Yes,18,3,2,80,0,12,3,2,7,7,7,7
26,No,Travel_Rarely,841,Research & Development,6,3,Other,1,6006,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,1,Y,No,19,3,3,80,0,5,3,2,5,4,4,3
58,Yes,Travel_Rarely,147,Research & Development,23,4,Medical,1,6007,4,Female,94,3,3,Healthcare Representative,4,Married,10312,3465,1,Y,No,12,3,4,80,1,40,3,2,40,10,15,6
19,Yes,Travel_Rarely,528,Sales,22,1,Marketing,1,4057,4,Male,50,3,1,Sales Representative,3,Single,1675,26820,1,Y,Yes,19,3,4,80,0,0,2,2,0,0,0,0
22,No,Travel_Rarely,594,Research & Development,2,1,Technical Degree,1,7940,3,Male,100,3,1,Laboratory Technician,4,Married,2523,19299,0,Y,No,14,3,3,80,1,3,2,3,2,1,2,1
49,No,Travel_Rarely,470,Research & Development,20,4,Medical,1,6010,3,Female,96,3,2,Manufacturing Director,1,Married,6567,5549,1,Y,No,14,3,3,80,0,16,2,2,15,11,5,11
43,No,Travel_Frequently,957,Research & Development,28,3,Medical,1,6011,2,Female,72,4,1,Research Scientist,3,Single,4739,16090,4,Y,No,12,3,4,80,0,18,2,3,3,2,1,2
50,No,Travel_Frequently,809,Sales,12,3,Marketing,1,6012,3,Female,77,3,3,Sales Executive,4,Single,9208,6645,4,Y,No,11,3,4,80,0,16,3,3,2,2,2,1
31,Yes,Travel_Rarely,542,Sales,20,3,Life Sciences,1,6013,2,Female,71,1,2,Sales Executive,3,Married,4559,24788,3,Y,Yes,11,3,3,80,1,4,2,3,2,2,2,2
41,No,Travel_Rarely,802,Sales,9,1,Life Sciences,1,6014,3,Male,96,3,3,Sales Executive,3,Divorced,8189,21196,3,Y,Yes,13,3,3,80,1,12,2,3,9,7,0,7
